player_id,player_name,team_id,position,start_security,start_probability_pct,start_status,minutes_def_used,starts_def_used,nineties_def_used,min_pct_def_used,starts_per_ninety_used,base_start_score,start_reliability,minute_share_pf_used,starter_proxy_pf_used,merge_key,minute_share_pf,starter_proxy_pf
,Orlando Mosquera,PANAMA,,0.98,98,sikker starter,360.0,4.0,4.0,100.0,1.0,1.0,1.0,,,orlando mosquera||panama,,
,Jorge Gutiérrez,PANAMA,,0.9145,91,sikker starter,335.0,4.0,3.7,93.1,1.0,0.9509,0.9272,,,jorge gutiérrez||panama,,
,Ismael Díaz,PANAMA,,0.8862,89,sikker starter,326.0,4.0,3.6,90.6,1.0,0.9334,0.9022,,,ismael díaz||panama,,
,Aníbal Godoy,PANAMA,,0.8587,86,sandsynlig starter,317.0,4.0,3.5,88.1,1.0,0.9159,0.8772,,,aníbal godoy||panama,,
,José Luis Rodríguez,PANAMA,,0.8117,81,sandsynlig starter,312.0,3.0,3.5,86.7,0.857,0.865,0.8717,,,josé luis rodríguez||panama,,
,Carlos Harvey,PANAMA,,0.8098,81,sandsynlig starter,311.0,3.0,3.5,86.4,0.857,0.8633,0.8706,,,carlos harvey||panama,,
,Michael Amir Murillo,PANAMA,,0.7312,73,rotation/usikker,270.0,3.0,3.0,75.0,1.0,0.825,0.75,,,michael amir murillo||panama,,
,Andrés Andrade Cedeño,PANAMA,,0.7295,73,rotation/usikker,269.0,3.0,3.0,74.7,1.0,0.8233,0.7489,,,andrés andrade cedeño||panama,,
,Cristian Martínez,PANAMA,,0.7092,71,rotation/usikker,261.0,4.0,2.9,72.5,1.0,0.8075,0.725,,,cristian martínez||panama,,
,Tomas Rodriguez,PANAMA,,0.6896,69,rotation/usikker,253.0,3.0,2.8,70.3,1.0,0.7917,0.7011,,,tomas rodriguez||panama,,
,César Blackman,PANAMA,,0.4562,46,mest backup,90.0,1.0,1.0,25.0,1.0,0.475,0.25,,,césar blackman||panama,,
,Eduardo Guerrero,PANAMA,,0.4525,45,mest backup,107.0,1.0,1.2,29.7,0.833,0.4583,0.2989,,,eduardo guerrero||panama,,
,José Cordoba,PANAMA,,0.4516,45,mest backup,115.0,1.0,1.3,31.9,0.769,0.4548,0.3228,,,josé cordoba||panama,,
,Victor Griffith,PANAMA,,0.4516,45,mest backup,123.0,1.0,1.4,34.2,0.714,0.4546,0.3467,,,victor griffith||panama,,
,Iván Anderson,PANAMA,,0.45,45,mest backup,,0.0,,,,,0.0,,,iván anderson||panama,,
,Janpol Morales,PANAMA,,0.45,45,mest backup,,0.0,,,,,0.0,,,janpol morales||panama,,
,John David Gunn,PANAMA,,0.45,45,mest backup,,0.0,,,,,0.0,,,john david gunn||panama,,
,Luis Mejía,PANAMA,,0.45,45,mest backup,,0.0,,,,,0.0,,,luis mejía||panama,,
,Azarias Londoño,PANAMA,,0.4422,44,mest backup,45.0,1.0,0.5,12.5,1.0,0.3875,0.125,,,azarias londoño||panama,,
,Edward Cedeño,PANAMA,,0.4401,44,mest backup,7.0,0.0,0.1,1.9,0.0,0.0141,0.0228,,,edward cedeño||panama,,
,Edgardo Fariña,PANAMA,,0.4215,42,mest backup,23.0,0.0,0.3,6.4,0.0,0.0461,0.0706,,,edgardo fariña||panama,,
,Erick Davis,PANAMA,,0.4208,42,mest backup,25.0,0.0,0.3,6.9,0.0,0.0491,0.0728,,,erick davis||panama,,
,César Yanis,PANAMA,,0.3987,40,mest backup,51.0,0.0,0.6,14.2,0.0,0.1003,0.1467,,,césar yanis||panama,,
,Miguel Almirón,PARAGUAY,,0.8243,82,sandsynlig starter,304.0,4.0,3.4,84.4,1.0,0.8916,0.8478,,,miguel almirón||paraguay,,
,Júnior Alonso,PARAGUAY,,0.7467,75,sandsynlig starter,279.0,3.0,3.1,77.5,0.968,0.8328,0.775,,,júnior alonso||paraguay,,
,Damián Bobadilla,PARAGUAY,,0.7312,73,rotation/usikker,270.0,3.0,3.0,75.0,1.0,0.825,0.75,,,damián bobadilla||paraguay,,
,Gustavo Gómez,PARAGUAY,,0.7312,73,rotation/usikker,270.0,3.0,3.0,75.0,1.0,0.825,0.75,,,gustavo gómez||paraguay,,
,Orlando Gill,PARAGUAY,,0.7312,73,rotation/usikker,270.0,3.0,3.0,75.0,1.0,0.825,0.75,,,orlando gill||paraguay,,
,Diego Gómez,PARAGUAY,,0.6692,67,rotation/usikker,244.0,4.0,2.7,67.8,1.0,0.7742,0.6761,,,diego gómez||paraguay,,
,Braian Ojeda,PARAGUAY,,0.5654,57,rotation/usikker,199.0,2.0,2.2,55.3,0.909,0.6594,0.5511,,,braian ojeda||paraguay,,
,Antonio Sanabria,PARAGUAY,,0.561,56,rotation/usikker,193.0,2.0,2.1,53.6,0.952,0.6596,0.5294,,,antonio sanabria||paraguay,,
,Diego González,PARAGUAY,,0.5578,56,rotation/usikker,190.0,2.0,2.1,52.8,0.952,0.6549,0.5261,,,diego gonzález||paraguay,,
,Alan Benítez,PARAGUAY,,0.55,55,rotation/usikker,180.0,2.0,2.0,50.0,1.0,0.65,0.5,,,alan benítez||paraguay,,
,Juan Cáceres,PARAGUAY,,0.55,55,rotation/usikker,180.0,2.0,2.0,50.0,1.0,0.65,0.5,,,juan cáceres||paraguay,,
,Omar Alderete,PARAGUAY,,0.5357,54,mest backup,170.0,2.0,1.9,47.2,1.0,0.6308,0.4739,,,omar alderete||paraguay,,
,Matías Galarza,PARAGUAY,,0.4597,46,mest backup,148.0,1.0,1.6,41.1,0.625,0.4739,0.4044,,,matías galarza||paraguay,,
,Agustín Sández,PARAGUAY,,0.4562,46,mest backup,90.0,1.0,1.0,25.0,1.0,0.475,0.25,,,agustín sández||paraguay,,
,Alexis Duarte,PARAGUAY,,0.4562,46,mest backup,90.0,1.0,1.0,25.0,1.0,0.475,0.25,,,alexis duarte||paraguay,,
,Blas Riveros,PARAGUAY,,0.4562,46,mest backup,90.0,1.0,1.0,25.0,1.0,0.475,0.25,,,blas riveros||paraguay,,
,Gatito Fernández,PARAGUAY,,0.4562,46,mest backup,90.0,1.0,1.0,25.0,1.0,0.475,0.25,,,gatito fernández||paraguay,,
,Gustavo Velásquez,PARAGUAY,,0.4562,46,mest backup,90.0,1.0,1.0,25.0,1.0,0.475,0.25,,,gustavo velásquez||paraguay,,
,Andrés Cubas,PARAGUAY,,0.4558,46,mest backup,89.0,1.0,1.0,24.7,1.0,0.4733,0.2489,,,andrés cubas||paraguay,,
,Ramón Sosa,PARAGUAY,,0.4532,45,mest backup,97.0,1.0,1.1,26.9,0.909,0.4618,0.2728,,,ramón sosa||paraguay,,
,Alex Arce,PARAGUAY,,0.4524,45,mest backup,95.0,1.0,1.1,26.4,0.909,0.4588,0.2706,,,alex arce||paraguay,,
,Julio Enciso,PARAGUAY,,0.4521,45,mest backup,116.0,1.0,1.3,32.2,0.769,0.4565,0.3239,,,julio enciso||paraguay,,
,Aldo Pérez,PARAGUAY,,0.45,45,mest backup,,0.0,,,,,0.0,,,aldo pérez||paraguay,,
,Juan Espínola,PARAGUAY,,0.45,45,mest backup,,0.0,,,,,0.0,,,juan espínola||paraguay,,
,Lucas Romero,PARAGUAY,,0.4495,45,mest backup,1.0,0.0,0.0,0.3,,0.0025,0.0011,,,lucas romero||paraguay,,
,Hugo Cuenca,PARAGUAY,,0.4483,45,mest backup,73.0,1.0,0.8,20.3,1.0,0.4417,0.2011,,,hugo cuenca||paraguay,,
,Ronaldo Martínez,PARAGUAY,,0.4483,45,mest backup,73.0,1.0,0.8,20.3,1.0,0.4417,0.2011,,,ronaldo martínez||paraguay,,
,Diego León,PARAGUAY,,0.4388,44,mest backup,10.0,0.0,0.1,2.8,0.0,0.0192,0.0261,,,diego león||paraguay,,
,Ángel Romero,PARAGUAY,,0.4388,44,mest backup,10.0,0.0,0.1,2.8,0.0,0.0192,0.0261,,,ángel romero||paraguay,,
,Kaku,PARAGUAY,,0.4039,40,mest backup,49.0,0.0,0.5,13.6,0.0,0.0939,0.1294,,,kaku||paraguay,,
,Nuno Mendes,PORTUGAL,,0.9787,98,sikker starter,947.0,10.0,10.5,98.6,0.952,0.9787,1.0,,,nuno mendes||portugal,,
,Diogo Costa,PORTUGAL,,0.9314,93,sikker starter,870.0,9.0,9.7,90.6,0.928,0.9314,1.0,,,diogo costa||portugal,,
,Bruno Fernandes,PORTUGAL,,0.9309,93,sikker starter,869.0,9.0,9.7,90.5,0.928,0.9309,1.0,,,bruno fernandes||portugal,,
,Rúben Dias,PORTUGAL,,0.8824,88,sikker starter,780.0,8.0,8.7,81.3,0.92,0.8824,1.0,,,rúben dias||portugal,,
,Cristiano Ronaldo,PORTUGAL,,0.8758,88,sandsynlig starter,729.0,8.0,8.1,75.9,0.988,0.8758,1.0,,,cristiano ronaldo||portugal,,
,Bernardo Silva,PORTUGAL,,0.8293,83,sandsynlig starter,640.0,7.0,7.1,66.7,0.986,0.8293,1.0,,,bernardo silva||portugal,,
,Vitinha,PORTUGAL,,0.7895,79,sandsynlig starter,652.0,6.0,7.2,67.9,0.833,0.7895,1.0,,,vitinha||portugal,,
,Rafael Leão,PORTUGAL,,0.782,78,sandsynlig starter,541.0,7.0,6.0,56.4,1.0,0.782,1.0,,,rafael leão||portugal,,
,Pedro Neto,PORTUGAL,,0.776,78,sandsynlig starter,530.0,7.0,5.9,55.2,1.0,0.776,1.0,,,pedro neto||portugal,,
,Diogo Dalot,PORTUGAL,,0.729,73,rotation/usikker,440.0,5.0,4.9,45.8,1.0,0.729,1.0,,,diogo dalot||portugal,,
,João Neves,PORTUGAL,,0.703,70,rotation/usikker,390.0,5.0,4.3,40.6,1.0,0.703,1.0,,,joão neves||portugal,,
,Gonçalo Inácio,PORTUGAL,,0.6807,68,rotation/usikker,374.0,4.0,4.2,39.0,0.952,0.6807,1.0,,,gonçalo inácio||portugal,,
,Renato Veiga,PORTUGAL,,0.6767,68,rotation/usikker,392.0,4.0,4.4,40.8,0.909,0.6767,1.0,,,renato veiga||portugal,,
,António Silva,PORTUGAL,,0.5601,56,rotation/usikker,284.0,3.0,3.2,29.6,0.938,0.5884,0.7956,,,antónio silva||portugal,,
,Nélson Semedo,PORTUGAL,,0.5419,54,mest backup,395.0,2.0,4.4,41.1,0.455,0.5419,1.0,,,nélson semedo||portugal,,
,Francisco Conceição,PORTUGAL,,0.5186,52,mest backup,238.0,3.0,2.6,24.8,1.0,0.5549,0.6544,,,francisco conceição||portugal,,
,Rúben Neves,PORTUGAL,,0.5161,52,mest backup,334.0,2.0,3.7,34.8,0.541,0.5214,0.9261,,,rúben neves||portugal,,
,Diogo Jota,PORTUGAL,,0.4792,48,mest backup,264.0,2.0,2.9,27.5,0.69,0.4901,0.7283,,,diogo jota||portugal,,
,João Cancelo,PORTUGAL,,0.4705,47,mest backup,177.0,2.0,2.0,18.4,1.0,0.4913,0.4967,,,joão cancelo||portugal,,
,Geovany Quenda,PORTUGAL,,0.45,45,mest backup,,0.0,,,,,0.0,,,geovany quenda||portugal,,
,Ricardo Velho,PORTUGAL,,0.45,45,mest backup,,0.0,,,,,0.0,,,ricardo velho||portugal,,
,Rodrigo Mora,PORTUGAL,,0.45,45,mest backup,,0.0,,,,,0.0,,,rodrigo mora||portugal,,
,Rui Silva,PORTUGAL,,0.45,45,mest backup,,0.0,,,,,0.0,,,rui silva||portugal,,
,Tiago Santos,PORTUGAL,,0.45,45,mest backup,,0.0,,,,,0.0,,,tiago santos||portugal,,
,Pedro Gonçalves,PORTUGAL,,0.4495,45,mest backup,1.0,0.0,0.0,0.1,,0.001,0.0011,,,pedro gonçalves||portugal,,
,Nuno Tavares,PORTUGAL,,0.4485,45,mest backup,3.0,0.0,0.0,0.3,,0.0031,0.0033,,,nuno tavares||portugal,,
,João Palhinha,PORTUGAL,,0.4394,44,mest backup,106.0,2.0,1.2,11.0,1.0,0.4146,0.2978,,,joão palhinha||portugal,,
,José Sá,PORTUGAL,,0.4368,44,mest backup,90.0,1.0,1.0,9.4,1.0,0.397,0.25,,,josé sá||portugal,,
,Tomás Araújo,PORTUGAL,,0.4356,44,mest backup,62.0,1.0,0.7,6.5,1.0,0.3673,0.1739,,,tomás araújo||portugal,,
,Otávio,PORTUGAL,,0.4354,44,mest backup,71.0,1.0,0.8,7.4,1.0,0.3768,0.1989,,,otávio||portugal,,
,Samu Costa,PORTUGAL,,0.4298,43,mest backup,15.0,0.0,0.2,1.6,0.0,0.0173,0.0467,,,samu costa||portugal,,
,Fábio Silva,PORTUGAL,,0.4276,43,mest backup,20.0,0.0,0.2,2.1,0.0,0.0209,0.0522,,,fábio silva||portugal,,
,Tiago Djaló,PORTUGAL,,0.418,42,mest backup,28.0,0.0,0.3,2.9,0.0,0.0297,0.0761,,,tiago djaló||portugal,,
,João Félix,PORTUGAL,,0.4145,41,mest backup,123.0,1.0,1.4,12.8,0.714,0.3476,0.3467,,,joão félix||portugal,,
,Francisco Trincão,PORTUGAL,,0.41,41,mest backup,131.0,1.0,1.5,13.6,0.667,0.3421,0.3706,,,francisco trincão||portugal,,
,Gonçalo Ramos,PORTUGAL,,0.3829,38,mest backup,64.0,0.0,0.7,6.7,0.0,0.0687,0.1761,,,gonçalo ramos||portugal,,
,Tarek Salman,QATAR,,0.6081,61,rotation/usikker,156.0,2.0,1.7,86.7,1.0,0.8192,0.4283,,,tarek salman||qatar,,
,Akram Afif,QATAR,,0.6063,61,rotation/usikker,155.0,2.0,1.7,86.1,1.0,0.8159,0.4272,,,akram afif||qatar,,
,Homam Ahmed,QATAR,,0.5868,59,rotation/usikker,147.0,2.0,1.6,81.7,1.0,0.7892,0.4033,,,homam ahmed||qatar,,
,Edmilson Junior,QATAR,,0.5568,56,rotation/usikker,131.0,2.0,1.5,72.8,1.0,0.7381,0.3706,,,edmilson junior||qatar,,
,Karim Boudiaf,QATAR,,0.5067,51,mest backup,118.0,1.0,1.3,65.6,0.769,0.624,0.3261,,,karim boudiaf||qatar,,
,Ahmed Fathi,QATAR,,0.5027,50,mest backup,102.0,2.0,1.1,56.7,1.0,0.6392,0.2783,,,ahmed fathi||qatar,,
,Abdulaziz Hatem,QATAR,,0.4875,49,mest backup,90.0,1.0,1.0,50.0,1.0,0.6,0.25,,,abdulaziz hatem||qatar,,
,Ahmed Suhail,QATAR,,0.4875,49,mest backup,90.0,1.0,1.0,50.0,1.0,0.6,0.25,,,ahmed suhail||qatar,,
,Bassam Al-Rawi,QATAR,,0.4875,49,mest backup,90.0,1.0,1.0,50.0,1.0,0.6,0.25,,,bassam al-rawi||qatar,,
,Boualem Khoukhi,QATAR,,0.4875,49,mest backup,90.0,1.0,1.0,50.0,1.0,0.6,0.25,,,boualem khoukhi||qatar,,
,Meshaal Barsham,QATAR,,0.4875,49,mest backup,90.0,1.0,1.0,50.0,1.0,0.6,0.25,,,meshaal barsham||qatar,,
,Mohammed Muntari,QATAR,,0.4875,49,mest backup,90.0,2.0,1.0,50.0,1.0,0.6,0.25,,,mohammed muntari||qatar,,
,Ró-Ró,QATAR,,0.4875,49,mest backup,90.0,1.0,1.0,50.0,1.0,0.6,0.25,,,ró-ró||qatar,,
,Salah Zakaria,QATAR,,0.4875,49,mest backup,90.0,1.0,1.0,50.0,1.0,0.6,0.25,,,salah zakaria||qatar,,
,Assim Madibo,QATAR,,0.4754,48,mest backup,79.0,1.0,0.9,43.9,1.0,0.5641,0.2228,,,assim madibo||qatar,,
,Ahmed Al Rawi,QATAR,,0.45,45,mest backup,,0.0,,,,,0.0,,,ahmed al rawi||qatar,,
,Al-Mahdi Ali Mukhtar,QATAR,,0.45,45,mest backup,45.0,1.0,0.5,25.0,1.0,0.45,0.125,,,al-mahdi ali mukhtar||qatar,,
,Hassan Al-Haydos,QATAR,,0.4387,44,mest backup,11.0,0.0,0.1,6.1,0.0,0.0359,0.0272,,,hassan al-haydos||qatar,,
,Abdalla Yousif,QATAR,,0.4235,42,mest backup,24.0,0.0,0.3,13.3,0.0,0.0808,0.0717,,,abdalla yousif||qatar,,
,Yusuf Abdurisag,QATAR,,0.4234,42,mest backup,25.0,0.0,0.3,13.9,0.0,0.0841,0.0728,,,yusuf abdurisag||qatar,,
,Sultan Al-Brake,QATAR,,0.4172,42,mest backup,33.0,0.0,0.4,18.3,0.0,0.1108,0.0967,,,sultan al-brake||qatar,,
,Mohamed Khaled,QATAR,,0.4127,41,mest backup,49.0,0.0,0.5,27.2,0.0,0.1619,0.1294,,,mohamed khaled||qatar,,
,Ahmed Alaaeldin,QATAR,,0.4125,41,mest backup,45.0,0.0,0.5,25.0,0.0,0.15,0.125,,,ahmed alaaeldin||qatar,,
,Guilherme,QATAR,,0.4081,41,mest backup,78.0,0.0,0.9,43.3,0.0,0.2608,0.2217,,,guilherme||qatar,,
,Mohamed Manai,QATAR,,0.4077,41,mest backup,62.0,0.0,0.7,34.4,0.0,0.2068,0.1739,,,mohamed manai||qatar,,
,Nawaf Al Aqidi,SAUDI ARABIA,,0.98,98,sikker starter,360.0,4.0,4.0,100.0,1.0,1.0,1.0,,,nawaf al aqidi||saudi arabia,,
,Saud Abdulhamid,SAUDI ARABIA,,0.98,98,sikker starter,360.0,4.0,4.0,100.0,1.0,1.0,1.0,,,saud abdulhamid||saudi arabia,,
,Ziyad Al Johani,SAUDI ARABIA,,0.98,98,sikker starter,360.0,4.0,4.0,100.0,1.0,1.0,1.0,,,ziyad al johani||saudi arabia,,
,Abdulelah Al-Amri,SAUDI ARABIA,,0.8778,88,sandsynlig starter,322.0,4.0,3.6,89.4,1.0,0.9266,0.8978,,,abdulelah al-amri||saudi arabia,,
,Abdullah Madu,SAUDI ARABIA,,0.8498,85,sandsynlig starter,329.0,3.0,3.7,91.4,0.811,0.8844,0.9206,,,abdullah madu||saudi arabia,,
,Firas Al-Buraikan,SAUDI ARABIA,,0.7732,77,sandsynlig starter,293.0,3.0,3.3,81.4,0.909,0.8438,0.8206,,,firas al-buraikan||saudi arabia,,
,Abdulrahman Al-Aboud,SAUDI ARABIA,,0.7516,75,sandsynlig starter,282.0,3.0,3.1,78.3,0.968,0.8375,0.7783,,,abdulrahman al-aboud||saudi arabia,,
,Ali Al Hassan,SAUDI ARABIA,,0.7467,75,sandsynlig starter,279.0,3.0,3.1,77.5,0.968,0.8328,0.775,,,ali al hassan||saudi arabia,,
,Nawaf Boushal,SAUDI ARABIA,,0.7154,72,rotation/usikker,265.0,3.0,2.9,73.6,1.0,0.8139,0.7294,,,nawaf boushal||saudi arabia,,
,Ali Majrashi,SAUDI ARABIA,,0.682,68,rotation/usikker,248.0,3.0,2.8,68.9,1.0,0.7836,0.6956,,,ali majrashi||saudi arabia,,
,Saleh Al-Shehri,SAUDI ARABIA,,0.6662,67,rotation/usikker,242.0,3.0,2.7,67.2,1.0,0.7708,0.6739,,,saleh al-shehri||saudi arabia,,
,Aiman Yahya,SAUDI ARABIA,,0.5037,50,mest backup,146.0,2.0,1.6,40.6,1.0,0.5834,0.4022,,,aiman yahya||saudi arabia,,
,Marwan Al Sahafi,SAUDI ARABIA,,0.4523,45,mest backup,131.0,1.0,1.5,36.4,0.667,0.4561,0.3706,,,marwan al sahafi||saudi arabia,,
,Mukhtar Ali,SAUDI ARABIA,,0.4506,45,mest backup,78.0,1.0,0.9,21.7,1.0,0.4528,0.2217,,,mukhtar ali||saudi arabia,,
,Abdulrahman Al Sanbi,SAUDI ARABIA,,0.45,45,mest backup,,0.0,,,,,0.0,,,abdulrahman al sanbi||saudi arabia,,
,Ahmed Al-Kassar,SAUDI ARABIA,,0.45,45,mest backup,,0.0,,,,,0.0,,,ahmed al-kassar||saudi arabia,,
,Ali Al Asmari,SAUDI ARABIA,,0.45,45,mest backup,,0.0,,,,,0.0,,,ali al asmari||saudi arabia,,
,Muhanad Al Saad,SAUDI ARABIA,,0.45,45,mest backup,,0.0,,,,,0.0,,,muhanad al saad||saudi arabia,,
,Muhannad Shenqeeti,SAUDI ARABIA,,0.45,45,mest backup,,0.0,,,,,0.0,,,muhannad shenqeeti||saudi arabia,,
,Salem Al Najdi,SAUDI ARABIA,,0.45,45,mest backup,,0.0,,,,,0.0,,,salem al najdi||saudi arabia,,
,Hassan Kadesh,SAUDI ARABIA,,0.4428,44,mest backup,31.0,1.0,0.3,8.6,1.0,0.3589,0.0794,,,hassan kadesh||saudi arabia,,
,Faisal Al Ghamdi,SAUDI ARABIA,,0.4426,44,mest backup,48.0,1.0,0.5,13.3,1.0,0.3922,0.1283,,,faisal al ghamdi||saudi arabia,,
,Hammam Al Hammami,SAUDI ARABIA,,0.4422,44,mest backup,45.0,1.0,0.5,12.5,1.0,0.3875,0.125,,,hammam al hammami||saudi arabia,,
,Abdulla Al Salem,SAUDI ARABIA,,0.4199,42,mest backup,28.0,0.0,0.3,7.8,0.0,0.0542,0.0761,,,abdulla al salem||saudi arabia,,
,Mohammed Sulaiman,SAUDI ARABIA,,0.4115,41,mest backup,38.0,0.0,0.4,10.6,0.0,0.0734,0.1022,,,mohammed sulaiman||saudi arabia,,
,Turki Al Ammar,SAUDI ARABIA,,0.3879,39,mest backup,75.0,0.0,0.8,20.8,0.0,0.1447,0.2033,,,turki al ammar||saudi arabia,,
,Andrew Robertson,SCOTLAND,,0.98,98,sikker starter,540.0,6.0,6.0,100.0,1.0,1.0,1.0,,,andrew robertson||scotland,,
,Anthony Ralston,SCOTLAND,,0.98,98,sikker starter,523.0,6.0,5.8,96.9,1.0,0.9845,1.0,,,anthony ralston||scotland,,
,Billy Gilmour,SCOTLAND,,0.98,98,sikker starter,527.0,6.0,5.9,97.6,1.0,0.988,1.0,,,billy gilmour||scotland,,
,Scott McTominay,SCOTLAND,,0.98,98,sikker starter,525.0,6.0,5.8,97.2,1.0,0.986,1.0,,,scott mctominay||scotland,,
,Grant Hanley,SCOTLAND,,0.9585,96,sikker starter,495.0,6.0,5.5,91.7,1.0,0.9585,1.0,,,grant hanley||scotland,,
,Kenny McLean,SCOTLAND,,0.9435,94,sikker starter,479.0,6.0,5.3,88.7,1.0,0.9435,1.0,,,kenny mclean||scotland,,
,Ryan Christie,SCOTLAND,,0.874,87,sandsynlig starter,404.0,5.0,4.5,74.8,1.0,0.874,1.0,,,ryan christie||scotland,,
,Craig Gordon,SCOTLAND,,0.8335,83,sandsynlig starter,360.0,4.0,4.0,66.7,1.0,0.8335,1.0,,,craig gordon||scotland,,
,John Souttar,SCOTLAND,,0.8335,83,sandsynlig starter,360.0,4.0,4.0,66.7,1.0,0.8335,1.0,,,john souttar||scotland,,
,Ben Gannon-Doak,SCOTLAND,,0.7298,73,rotation/usikker,317.0,4.0,3.5,58.7,1.0,0.7689,0.8772,,,ben gannon-doak||scotland,,
,Lyndon Dykes,SCOTLAND,,0.7284,73,rotation/usikker,316.0,4.0,3.5,58.5,1.0,0.7677,0.8761,,,lyndon dykes||scotland,,
,John McGinn,SCOTLAND,,0.662,66,rotation/usikker,293.0,3.0,3.3,54.3,0.909,0.7083,0.8206,,,john mcginn||scotland,,
,Scott McKenna,SCOTLAND,,0.5272,53,mest backup,225.0,2.0,2.5,41.7,0.8,0.5735,0.625,,,scott mckenna||scotland,,
,Angus Gunn,SCOTLAND,,0.5082,51,mest backup,180.0,2.0,2.0,33.3,1.0,0.5665,0.5,,,angus gunn||scotland,,
,Andy Irving,SCOTLAND,,0.45,45,mest backup,,0.0,,,,,0.0,,,andy irving||scotland,,
,Cieran Slicker,SCOTLAND,,0.45,45,mest backup,,0.0,,,,,0.0,,,cieran slicker||scotland,,
,Connor Barron,SCOTLAND,,0.45,45,mest backup,,0.0,,,,,0.0,,,connor barron||scotland,,
,Greg Taylor,SCOTLAND,,0.45,45,mest backup,,0.0,,,,,0.0,,,greg taylor||scotland,,
,Jack Hendry,SCOTLAND,,0.45,45,mest backup,,0.0,,,,,0.0,,,jack hendry||scotland,,
,Jack MacKenzie,SCOTLAND,,0.45,45,mest backup,,0.0,,,,,0.0,,,jack mackenzie||scotland,,
,Jon McCracken,SCOTLAND,,0.45,45,mest backup,,0.0,,,,,0.0,,,jon mccracken||scotland,,
,Josh Doig,SCOTLAND,,0.45,45,mest backup,,0.0,,,,,0.0,,,josh doig||scotland,,
,Kevin Nisbet,SCOTLAND,,0.45,45,mest backup,,0.0,,,,,0.0,,,kevin nisbet||scotland,,
,Liam Lindsay,SCOTLAND,,0.45,45,mest backup,,0.0,,,,,0.0,,,liam lindsay||scotland,,
,Max Johnston,SCOTLAND,,0.45,45,mest backup,,0.0,,,,,0.0,,,max johnston||scotland,,
,Robby McCrorie,SCOTLAND,,0.45,45,mest backup,,0.0,,,,,0.0,,,robby mccrorie||scotland,,
,Ryan Porteous,SCOTLAND,,0.45,45,mest backup,,0.0,,,,,0.0,,,ryan porteous||scotland,,
,Zander Clark,SCOTLAND,,0.45,45,mest backup,,0.0,,,,,0.0,,,zander clark||scotland,,
,Tommy Conway,SCOTLAND,,0.4437,44,mest backup,83.0,1.0,0.9,15.4,1.0,0.4224,0.2272,,,tommy conway||scotland,,
,Stuart Armstrong,SCOTLAND,,0.4409,44,mest backup,5.0,0.0,0.1,0.9,0.0,0.0086,0.0206,,,stuart armstrong||scotland,,
,Che Adams,SCOTLAND,,0.4408,44,mest backup,96.0,1.0,1.1,17.8,0.909,0.4161,0.2717,,,che adams||scotland,,
,Nicky Devlin,SCOTLAND,,0.4292,43,mest backup,17.0,0.0,0.2,3.1,0.0,0.0253,0.0489,,,nicky devlin||scotland,,
,Lewis Morgan,SCOTLAND,,0.41,41,mest backup,37.0,0.0,0.4,6.9,0.0,0.0547,0.1011,,,lewis morgan||scotland,,
,Lawrence Shankland,SCOTLAND,,0.4021,40,mest backup,45.0,0.0,0.5,8.3,0.0,0.0665,0.125,,,lawrence shankland||scotland,,
,Ryan Gauld,SCOTLAND,,0.3598,36,mest backup,113.0,0.0,1.3,20.9,0.0,0.1686,0.3206,,,ryan gauld||scotland,,
,Edouard Mendy,SENEGAL,,0.98,98,sikker starter,660.0,7.0,7.3,100.0,0.959,0.9877,1.0,,,edouard mendy||senegal,,
,Idrissa Gana Gueye,SENEGAL,,0.98,98,sikker starter,660.0,7.0,7.3,100.0,0.959,0.9877,1.0,,,idrissa gana gueye||senegal,,
,Sadio Mané,SENEGAL,,0.9797,98,sikker starter,644.0,7.0,7.2,97.6,0.972,0.9797,1.0,,,sadio mané||senegal,,
,Moussa Niakhate,SENEGAL,,0.9177,92,sikker starter,570.0,6.0,6.3,86.4,0.952,0.9177,1.0,,,moussa niakhate||senegal,,
,Krépin Diatta,SENEGAL,,0.909,91,sikker starter,540.0,6.0,6.0,81.8,1.0,0.909,1.0,,,krépin diatta||senegal,,
,Pape Gueye,SENEGAL,,0.882,88,sikker starter,504.0,6.0,5.6,76.4,1.0,0.882,1.0,,,pape gueye||senegal,,
,Iliman Ndiaye,SENEGAL,,0.8295,83,sandsynlig starter,435.0,6.0,4.8,65.9,1.0,0.8295,1.0,,,iliman ndiaye||senegal,,
,Nicolas Jackson,SENEGAL,,0.7895,79,sandsynlig starter,382.0,5.0,4.2,57.9,1.0,0.7895,1.0,,,nicolas jackson||senegal,,
,Kalidou Koulibaly,SENEGAL,,0.774,77,sandsynlig starter,362.0,5.0,4.0,54.8,1.0,0.774,1.0,,,kalidou koulibaly||senegal,,
,El Hadji Malick Diouf,SENEGAL,,0.7739,77,sandsynlig starter,413.0,4.0,4.6,62.6,0.87,0.7739,1.0,,,el hadji malick diouf||senegal,,
,Ismaila Sarr,SENEGAL,,0.6015,60,rotation/usikker,268.0,3.0,3.0,40.6,1.0,0.6526,0.7478,,,ismaila sarr||senegal,,
,Ismail Jakobs,SENEGAL,,0.5675,57,rotation/usikker,247.0,3.0,2.7,37.4,1.0,0.6229,0.6794,,,ismail jakobs||senegal,,
